player_name,club_name,tackles_won,interceptions
"Andrea Consigli","Sassuolo",0,0
"Andrea Conti","Milan",0,0
"Andrea Conti","Sampdoria",2,5
"Diego Coppola","Hellas Verona",5,4
"Joaquín Correa","Inter",5,1
"Lassana Coulibaly","Salernitana",31,21
"Mamadou Coulibaly","Salernitana",12,10
"Alessio Cragno","Cagliari",3,1
"Domenico Criscito","Genoa",20,41
"Bryan Cristante","Roma",39,44
"Domen Črnigoj","Venezia",13,24
"Giovanni Crociata","Empoli",0,0
"Juan Cuadrado","Juventus",23,27
"Mickaël Cuisance","Venezia",10,11
"Patrick Cutrone","Empoli",2,5
"Danilo D'Ambrosio","Inter",14,9
"Mikkel Damsgaard","Sampdoria",14,6
"Danilo","Juventus",27,30
"Ebrima Darboe","Roma",1,1
"Matteo Darmian","Inter",16,18
"Paweł Dawidowicz","Hellas Verona",17,19
"Sebastien De Maio","Udinese",1,1
"Tommaso De Nipoti","Atalanta",0,0
"Mattia De Sciglio","Juventus",12,8
"Lorenzo De Silvestri","Bologna",14,27
"Grégoire Defrel","Sassuolo",9,4
"Alessandro Deiola","Cagliari",23,28
"Filippo Delli Carri","Salernitana",4,4
"Merih Demiral","Atalanta",18,57
"Diego Demme","Napoli",14,8
"Fabio Depaoli","Hellas Verona",6,7
"Fabio Depaoli","Sampdoria",1,1
"Mattia Destro","Genoa",4,2
"Gerard Deulofeu","Udinese",5,10
"Jacopo Dezi","Venezia",0,0
"Samuel Di Carmine","Hellas Verona",0,0
"Federico Di Francesco","Empoli",5,9
"Giovanni Di Lorenzo","Napoli",40,35
"Francesco Di Mariano","Venezia",1,0
"Francesco Di Tacchio","Salernitana",8,24
"Amadou Diawara","Roma",2,0
"Brahim Díaz","Milan",17,8
"Mitchell Dijks","Bologna",6,4
"Federico Dimarco","Inter",16,19
"Filippo Distefano","Fiorentina",0,0
"Koffi Djidji","Torino",29,31
"Berat Djimsiti","Atalanta",24,36
"Nicolás Domínguez","Bologna",46,31
"Bartłomiej Drągowski","Fiorentina",0,1
"Radu Drăgușin","Salernitana",4,14
"Radu Drăgușin","Sampdoria",2,10
"Denzel Dumfries","Inter",12,10
"Alfred Duncan","Fiorentina",20,10
"Paulo Dybala","Juventus",13,9
"Edin Džeko","Inter",8,4
"Tyronne Ebuehi","Venezia",12,17
"Éderson","Salernitana",19,18
"Albin Ekdal","Sampdoria",26,30
"Caleb Ekuban","Genoa",11,9
"Elif Elmas","Napoli",16,7
"Martin Erlic","Spezia",16,28
"Gonzalo Escalante","Lazio",0,1
"Diego Falcinelli","Bologna",2,1
"Wladimiro Falcone","Sampdoria",0,1
"Paolo Faragò","Cagliari",1,0
"Davide Faraoni","Hellas Verona",41,23
"Mohamed Fares","Genoa",3,8
"Diego Farias","Cagliari",1,0
"Andrea Favilli","Genoa",1,0
"Federico Fazio","Salernitana",13,25
"Luiz Felipe","Lazio",23,33
"Alex Ferrari","Sampdoria",25,39
"Salvador Ferrer","Spezia",18,17
"Riccardo Fiamozzi","Empoli",5,8
"Luca Fiordilino","Venezia",14,10
"Vincenzo Fiorillo","Salernitana",0,0
"Alessandro Florenzi","Milan",14,26
"Fernando Forestieri","Udinese",0,0
"Francesco Forte","Venezia",2,0
"Gianluca Frabotta","Hellas Verona",0,1
"Davide Frattesi","Sassuolo",14,28
"Morten Frendrup","Genoa",25,16
"Remo Freuler","Atalanta",42,36
"Matteo Gabbia","Milan",4,9
"Manolo Gabbiadini","Sampdoria",4,3
"Gianluca Gaetano","Napoli",1,2
"Luca Gagliano","Cagliari",0,0
"Roberto Gagliardini","Inter",7,8
"Riccardo Gagliolo","Salernitana",12,28
"Nicolas Galazzi","Venezia",1,0
"Pablo Galdames Millán","Genoa",12,10
"Luca Gemello","Torino",0,0
"Paolo Ghiglione","Genoa",12,12
"Faouzi Ghoulam","Napoli",1,4
"Sebastian Giovinco","Sampdoria",0,0
"Olivier Giroud","Milan",12,3
"Diego Godín","Cagliari",8,14
"Edoardo Goldaniga","Cagliari",6,22
"Edoardo Goldaniga","Sassuolo",0,0
"Cedric Gondo","Salernitana",2,3
"Nicolás González","Fiorentina",15,22
"Robin Gosens","Atalanta",3,9
"Robin Gosens","Inter",1,2
"Alberto Grassi","Cagliari",26,65
"Koray Günter","Hellas Verona",20,70
"Albert Guðmundsson","Genoa",3,5
"Emmanuel Gyasi","Spezia",31,18
"Norbert Gyömbér","Salernitana",35,46
"Nicolas Haas","Empoli",24,9
"Samir Handanović","Inter",0,0
"Ridgeciano Haps","Venezia",19,28
"Abdou Harroui","Sassuolo",4,4
"Hans Hateboer","Atalanta",15,7
"Silvan Hefti","Genoa",30,21
"Liam Henderson","Empoli",13,9
"Dalbert Henrique","Cagliari",24,26
"Matheus Henrique","Sassuolo",4,7
"Thomas Henry","Venezia",5,2
"Theo Hernández","Milan",34,22
"Hernani","Genoa",8,14
"Daan Heymans","Venezia",1,4
"Aaron Hickey","Bologna",30,32
"Martin Hongla","Hellas Verona",8,5
"Sydney van Hooijdonk","Bologna",0,0
"Petko Hristov","Spezia",8,20
"Elseid Hysaj","Lazio",32,22
"Roger Ibanez","Roma",31,62
"Zlatan Ibrahimović","Milan",0,3
"Igor","Fiorentina",34,30
"Jonathan Ikone","Fiorentina",3,2
"Ivan Ilić","Hellas Verona",20,21
"Josip Iličić","Atalanta",6,3
"Ciro Immobile","Lazio",5,3
"Lorenzo Insigne","Napoli",14,21
"Ardian Ismajli","Empoli",9,23
"Armando Izzo","Torino",8,19
"Mato Jajalo","Udinese",14,11
"Paweł Jaroszyński","Salernitana",5,10
"Juan Jesus","Napoli",17,9
"Dennis Johnsen","Venezia",9,5
"Kaio Jorge","Juventus",1,0
"Flavio Junior Bianchi","Genoa",2,0
"Hamed Junior Traorè","Sassuolo",18,11
"Nikola Kalinić","Hellas Verona",0,0
"Yayah Kallon","Genoa",11,1
"Pierre Kalulu","Milan",36,23
"Dimitrije Kamenović","Lazio",1,2
"Rick Karsdorp","Roma",37,34
"Denso Kasius","Bologna",6,2
"Grigoris Kastanos","Salernitana",19,20
"Moise Kean","Juventus",4,2
"Wajdi Kechrida","Salernitana",6,6
"Dimitrios Keramitsis","Roma",0,0
"Franck Kessié","Milan",23,22
"Jakub Kiwior","Spezia",29,37
"Sofian Kiyine","Venezia",14,10
"Simon Kjær","Milan",12,9
"Aleksandr Kokorin","Fiorentina",1,0
"Aleksandar Kolarov","Inter",1,1
"Teun Koopmeiners","Atalanta",25,15
"Kalidou Koulibaly","Napoli",24,29
"Christos Kourfalidis","Cagliari",0,0
"Viktor Kovalenko","Spezia",11,14
"Julian Kristoffersen","Salernitana",0,0
"Rade Krunić","Milan",17,16
"Dejan Kulusevski","Juventus",12,5
"Marash Kumbulla","Roma",13,15
"Giorgos Kyriakopoulos","Sassuolo",14,13
"Andrea La Mantia","Empoli",0,1
"Sam Lammers","Atalanta",0,0
"Kevin Lasagna","Hellas Verona",5,3
"Darko Lazović","Hellas Verona",24,21
"Manuel Lazzari","Lazio",15,12
"Patrick Leal","Venezia",0,0
"Rafael Leão","Milan",9,11
"Lucas Leiva","Lazio",29,30
"Luca Lezzerini","Venezia",0,0
"Ben Lhassine Kone","Torino",3,1
"Matthijs de Ligt","Juventus",19,27
"Anderson Lima","Lazio",0,2
"Karol Linetty","Torino",9,5
"Stanislav Lobotka","Napoli",24,13
"Manuel Locatelli","Juventus",25,19
"Maxime Lopez","Sassuolo",41,44
"Matteo Lovato","Atalanta",4,8
"Matteo Lovato","Cagliari",16,28
"Hirving Lozano","Napoli",21,9
"José Luis Palomino","Atalanta",40,97
"Saša Lukić","Torino",34,27
"Sebastiano Luperto","Empoli",16,45
"Babis Lykogiannis","Cagliari",12,31
"Niki Mäenpää","Venezia",0,0
"Giulio Maggiore","Spezia",34,31
"Francesco Magnanelli","Sassuolo",4,1
"Giangiacomo Magnani","Sampdoria",2,5
"Giangiacomo Magnani","Hellas Verona",7,10
"Mike Maignan","Milan",2,1
"Ainsley Maitland-Niles","Roma",7,6
"Jean-Victor Makengo","Udinese",23,20
"Nikola Maksimović","Genoa",6,12
"Kévin Malcuit","Napoli",2,6
"Daniel Maldini","Milan",3,1
"Youssef Maleh","Fiorentina",15,7
"Ruslan Malinovskyi","Atalanta",9,5
"Rey Manaj","Spezia",14,4
"Gianluca Mancini","Roma",26,38
"Leonardo Mancuso","Empoli",1,1
"Rolando Mandragora","Torino",11,9
"Kostas Manolas","Napoli",2,3
"Riccardo Marchizza","Empoli",15,10
"Gian Marco Ferrari","Sassuolo",13,44
"Davide Marfella","Napoli",0,0
"Pablo Marí","Udinese",10,22
"Răzvan Marin","Cagliari",22,10
"Lautaro Martínez","Inter",10,17
"Lucas Martínez Quarta","Fiorentina",23,21
"Adam Marušić","Lazio",19,41
"Andrea Masiello","Genoa",3,14
"Aleš Matějů","Venezia",11,8
"Borja Mayoral","Roma",0,0
"Pasquale Mazzocchi","Salernitana",19,11
"Pasquale Mazzocchi","Venezia",8,22
"Ibrahima Mbaye","Bologna",1,1
"Weston McKennie","Juventus",11,21
"Gary Medel","Bologna",25,44
"Filippo Melegoni","Genoa",12,12
"Arthur Melo","Juventus",13,5
"Alex Meret","Napoli",0,0
"Yıldırım Mert Çetin","Hellas Verona",0,0
"Dries Mertens","Napoli",7,9
"Junior Messias","Milan",19,16
"Kingsley Michael","Bologna",1,1
"Valentin Mihaila","Atalanta",1,0
"Mikael","Salernitana",1,0
"Hilmir Mikaelsson","Venezia",0,0
"Nikola Milenković","Fiorentina",34,38
"Sergej Milinković-Savić","Lazio",43,35
"Vanja Milinković-Savić","Torino",0,0
"Aleksei Miranchuk","Atalanta",8,0
"Fabio Miretti","Juventus",2,2
"Henrikh Mkhitaryan","Roma",30,22
"Marco Modolo","Venezia",3,4
"Nahuel Molina","Udinese",25,19
"Cristian Molinaro","Venezia",10,5
"Lorenzo Montipò","Hellas Verona",0,1
"Álvaro Morata","Juventus",11,5
"Raúl Moro","Lazio",3,0
"Andrei Motoc","Salernitana",1,2
"Lys Mousset","Salernitana",0,0
"Samuel Mráz","Spezia",0,0
"Mert Müldür","Sassuolo",34,26
"Luis Muriel","Atalanta",4,1
"Vedat Muriqi","Lazio",0,0
"Nicola Murru","Sampdoria",17,9
"Juan Musso","Atalanta",0,0
"Joakim Mæhle","Atalanta",11,16
"Nahitan Nández","Cagliari",20,8
"Nani","Venezia",1,2
"Matija Nastasić","Fiorentina",0,5
"Ilija Nestorovski","Udinese",0,0
"Aurélien Nguiamba","Spezia",3,0
"Dimitris Nikolaou","Spezia",26,48
"Jean-Pierre Nsame","Venezia",1,0
"Bram Nuytinck","Udinese",23,22
"Simeon Nwankwo","Salernitana",5,3
"M'Bala Nzola","Spezia",2,0
"Adam Obert","Cagliari",5,4
"Joel Obi","Salernitana",14,9
"Brian Oddei","Sassuolo",0,0
"Álvaro Odriozola","Fiorentina",15,8
"Stefano Okaka","Udinese",0,0
"David Okereke","Venezia",9,11
"Christian Oliva","Cagliari",2,0
"Sérgio Oliveira","Roma",18,10
"Riccardo Orsolini","Bologna",13,4
"Victor Osimhen","Napoli",6,3
"David Ospina","Napoli",0,1
"Adam Ounas","Napoli",1,2
"Daniele Padelli","Udinese",0,0
"Simone Pafundi","Udinese",0,0
"Martin Palumbo","Juventus",0,0
"Goran Pandev","Genoa",0,2
"Ivor Pandur","Hellas Verona",0,0
"Fabiano Parisi","Empoli",25,23
"Mario Pašalić","Atalanta",13,18
"Patric","Lazio",15,13
"Rui Patrício","Roma",0,1
"Leonardo Pavoletti","Cagliari",6,3
"Pedro","Lazio",23,6
"João Pedro","Cagliari",11,8
"Gianluca Pegolo","Sassuolo",0,0
"Pietro Pellegri","Milan",2,0
"Pietro Pellegri","Torino",1,0
"Lorenzo Pellegrini","Roma",15,24
"Luca Pellegrini","Juventus",13,6
"Federico Peluso","Sassuolo",1,0
"Gastón Pereiro","Cagliari",5,1
"Dor Peretz","Venezia",18,8
"Roberto Pereyra","Udinese",11,12
"Carles Pérez","Roma",3,1
"Nehuén Pérez","Udinese",20,21
"Mattia Perin","Juventus",0,0
"Ivan Perišić","Inter",22,46
"Diego Perotti","Salernitana",5,2
"Mario Perrone","Salernitana",0,0
"Matteo Pessina","Atalanta",14,12
"Andrea Petagna","Napoli",2,0
"Giuseppe Pezzella","Atalanta",16,9
"Krzysztof Piątek","Fiorentina",3,2
"Roberto Piccoli","Genoa",1,1
"Roberto Piccoli","Atalanta",0,0
"Andrea Pinamonti","Empoli",6,8
"Carlo Pinsoglio","Juventus",0,0
"Riccardo Pinzi","Udinese",0,0
"Marko Pjaca","Torino",4,5
"Tommaso Pobega","Torino",29,27
"Suf Podgoreanu","Spezia",0,1
"Matteo Politano","Napoli",12,13
"Manolo Portanova","Genoa",30,17
"Dennis Praet","Torino",10,4
"Mateusz Praszelik","Hellas Verona",0,0
"Ivan Provedel","Spezia",0,2
"Erick Pulgar","Fiorentina",6,5
"Ignacio Pussetto","Udinese",10,5
"Niklas Pyyhtiä","Bologna",0,0
"Fabio Quagliarella","Sampdoria",2,3
"Adrien Rabiot","Juventus",44,21
"Ivan Radovanović","Salernitana",7,6
"Ionuț Radu","Inter",0,0
"Ștefan Radu","Lazio",6,4
"Boris Radunović","Cagliari",0,0
"Antonio Raimondo","Bologna",0,0
"Aaron Ramsey","Juventus",0,1
"Luca Ranieri","Salernitana",23,26
"Andrea Ranocchia","Inter",3,4
"Giacomo Raspadori","Sassuolo",16,8
"Nicola Ravaglia","Sampdoria",0,0
"Ante Rebić","Milan",8,4
"Arkadiusz Reca","Spezia",18,31
"Pepe Reina","Lazio",0,0
"Panagiotis Retsos","Hellas Verona",0,2
"Bryan Reynolds","Roma",0,0
"Franck Ribéry","Salernitana",11,2
"Samuele Ricci","Empoli",18,31
"Samuele Ricci","Torino",5,14
"Tomás Rincón","Torino",2,2
"Tomás Rincón","Sampdoria",13,17
"Ricardo Rodríguez","Torino",20,40
"Marko Rog","Cagliari",3,1
"Rogério","Sassuolo",14,20
"Alessio Romagnoli","Milan",15,18
"Simone Romagnoli","Empoli",13,10
"Luka Romero","Lazio",1,1
"Sergio Romero","Venezia",2,1
"Cristiano Ronaldo","Juventus",0,0
"Marten de Roon","Atalanta",41,46
"Francesco Rossi","Atalanta",0,0
"Nicolò Rovella","Genoa",23,22
"Amir Rrahmani","Napoli",12,19
"Ruan","Sassuolo",4,2
"Daniele Rugani","Juventus",4,11
"Matteo Ruggeri","Salernitana",4,3
"Mário Rui","Napoli",43,38
"Fabián Ruiz Peña","Napoli",34,20
"Alessandro Russo","Salernitana",0,0
"Stefano Sabelli","Genoa",3,3
"Abdelhamid Sabiri","Sampdoria",21,8
"Alexis Saelemaekers","Milan",21,15
"Jacopo Sala","Spezia",12,11
"Eddie Salcedo","Spezia",1,0
"Lazar Samardzic","Udinese",9,2
"Luigi Samele","Sassuolo",0,0
"Antonio Sanabria","Torino",2,2
"Alexis Sánchez","Inter",9,2
"Alex Sandro","Juventus",16,27
"Nicola Sansone","Bologna",6,4
"Federico Santander","Bologna",1,0
"Samir Santos","Udinese",18,41
"Riccardo Saponara","Fiorentina",3,1
"Giacomo Satalino","Sassuolo",0,0
"Martin Satriano","Inter",0,0
"Giorgio Scalvini","Atalanta",12,23
"Gianluca Scamacca","Sassuolo",13,5
"Andrea Schiavone","Salernitana",8,9
"David Schnegg","Venezia",0,3
"Jerdy Schouten","Bologna",17,32
"Demba Seck","Torino",2,0
"Adrian Šemper","Genoa",0,0
"Stefano Sensi","Inter",3,0
"Stefano Sensi","Sampdoria",9,6
"Luigi Sepe","Salernitana",0,1
"Laurens Serpe","Genoa",0,0
"Stephan El Shaarawy","Roma",8,11
"Aimar Sher","Spezia",1,3
"Eldor Shomurodov","Roma",3,2
"Alassane Sidibe","Atalanta",1,0
"Arnór Sigurðsson","Venezia",1,1
"Adrien Silva","Sampdoria",12,26
"Marco Silvestri","Udinese",0,2
"Giovanni Simeone","Hellas Verona",16,5
"Giovanni Simeone","Cagliari",0,0
"Wilfried Singo","Torino",39,22
"Salvatore Sirigu","Genoa",1,1
"Leo Skiri Østigård","Genoa",10,10
"Łukasz Skorupski","Bologna",0,0
"Andreas Skov Olsen","Bologna",10,3
"Milan Škriniar","Inter",28,26
"Chris Smalling","Roma",23,25
"Brandon Soppy","Udinese",10,5
"Roberto Soriano","Bologna",32,23
"Riccardo Sottil","Fiorentina",5,1
"Matìas Soulé","Juventus",0,0
"Adama Soumaoro","Bologna",5,38
"Leonardo Spinazzola","Roma",0,0
"Marco Sportiello","Atalanta",0,0
"Luca Stanga","Milan",0,0
"Riccardo Stivanello","Bologna",1,0
"Petar Stojanović","Empoli",67,25
"Thomas Strakosha","Lazio",0,0
"Stefan Strandberg","Salernitana",6,10
"Dávid Strelec","Spezia",4,2
"Kevin Strootman","Cagliari",5,11
"Jens Stryger Larsen","Udinese",2,6
"Leo Štulac","Empoli",7,8
"Stefano Sturaro","Genoa",25,15
"Isaac Success","Udinese",2,2
"Vladyslav Supriaha","Sampdoria",0,0
"Bosko Sutalo","Hellas Verona",14,18
"Mattias Svanberg","Bologna",14,27
"Michael Svoboda","Venezia",18,10
"Wojciech Szczęsny","Juventus",1,0
"Adrien Tameze","Hellas Verona",30,54
"Ciprian Tătărușanu","Milan",0,0
"Filippo Terracciano","Hellas Verona",0,0
"Pietro Terracciano","Fiorentina",0,1
"Aleksa Terzić","Fiorentina",5,5
"Tanner Tessmann","Venezia",4,4
"Arthur Theate","Bologna",21,41
"Morten Thorsby","Sampdoria",27,27
"Jeremy Toljan","Sassuolo",10,15
"Rafael Tolói","Atalanta",13,24
"Takehiro Tomiyasu","Bologna",0,1
"Fikayo Tomori","Milan",42,44
"Sandro Tonali","Milan",37,36
"Lorenzo Tonelli","Empoli",7,16
"Ernesto Torregrossa","Sampdoria",1,0
"Lucas Torreira","Fiorentina",27,26
"Abdoulaye Touré","Genoa",4,5
"Simone Trimboli","Sampdoria",1,2
"Axel Tuanzebe","Napoli",0,0
"Destiny Udogie","Udinese",40,25
"Maximilian Ullmann","Venezia",0,2
"Kacper Urbanski","Bologna",2,0
"Antonio Vacca","Venezia",20,22
"Zinho Vanheusden","Genoa",7,24
"Johan Vásquez","Genoa",50,45
"Denis Vavro","Lazio",0,0
"Matías Vecino","Inter",5,4
"Miguel Veloso","Hellas Verona",14,11
"Lorenzo Venuti","Fiorentina",11,5
"Daniele Verde","Spezia",4,17
"Simone Verdi","Torino",1,0
"Simone Verdi","Salernitana",8,3
"Jordan Veretout","Roma",25,27
"Edoardo Vergani","Salernitana",2,0
"Valerio Verre","Sampdoria",6,0
"Valerio Verre","Empoli",1,2
"Freddie Veseli","Salernitana",2,4
"Guglielmo Vicario","Empoli",1,1
"Arturo Vidal","Inter",12,7
"Ronaldo Vieira","Sampdoria",6,5
"Luca Vignali","Spezia",1,1
"Emanuel Vignato","Bologna",7,3
"Matías Viña","Roma",31,25
"Nicolas Viola","Bologna",2,0
"Mattia Viti","Empoli",19,30
"Dušan Vlahović","Juventus",0,0
"Dušan Vlahović","Fiorentina",0,1
"Mërgim Vojvoda","Torino",22,22
"Cristian Volpato","Roma",1,0
"Stefan de Vrij","Inter",30,32
"Walace","Udinese",48,56
"Sebastian Walukiewicz","Cagliari",5,7
"Magnus Warming","Torino",1,0
"Kelvin Yeboah","Genoa",8,1
"Gerard Yepes","Sampdoria",0,0
"Maya Yoshida","Sampdoria",13,31
"Mattia Zaccagni","Lazio",17,19
"Mattia Zaccagni","Hellas Verona",1,4
"Denis Zakaria","Juventus",7,10
"Nicola Zalewski","Roma",20,16
"Andre-Frank Zambo Anguissa","Napoli",29,25
"Nicolò Zaniolo","Roma",14,8
"Alessandro Zanoli","Napoli",6,4
"Mattia Zanotti","Inter",0,0
"Duván Zapata","Atalanta",2,4
"Gabriele Zappa","Cagliari",10,14
"Davide Zappacosta","Atalanta",21,13
"Simone Zaza","Torino",2,0
"Marvin Zeegelaar","Udinese",10,11
"Piotr Zieliński","Napoli",12,8
"David Zima","Torino",14,23
"Jeroen Zoet","Spezia",0,0
"Nadir Zortea","Salernitana",14,8
"Petar Zovko","Spezia",0,0
"Szymon Żurkowski","Empoli",33,35
"Milan Đurić","Salernitana",1,3
"Filip Đuričić","Sassuolo",10,4
